time,humidity,density,windSin,windCos,windGust,windGust2,windGust3,windSpeed,windSpeed2,windSpeed3,power
4/06/2018 03:30,0.66,1.2334442670478918,-0.5299192642332048,-0.8480480961564261,3.82,14.5924,55.74296799999999,3.17,10.0489,31.855013,6.625
4/06/2018 04:30,0.67,1.2339513732921414,-0.5150380749100542,-0.8571673007021123,3.84,14.7456,56.62310399999999,3.45,11.902500000000002,41.06362500000001,10.63333333
4/06/2018 05:30,0.7,1.2375054589094885,-0.48480962024633695,-0.8746197071393959,3.98,15.8404,63.044792,3.85,14.822500000000002,57.066625,15.95833333
4/06/2018 06:30,0.74,1.242915282687979,-0.4226182617406993,-0.90630778703665,4.18,17.472399999999997,73.03463199999999,3.88,15.0544,58.411072,19.31666667
4/06/2018 07:30,0.8,1.249602745921727,-0.39073112848927355,-0.9205048534524404,4.29,18.4041,78.95358900000001,3.44,11.833599999999999,40.707584,10.14166667
4/06/2018 08:30,0.86,1.2576751708045633,-0.30901699437494773,-0.9510565162951535,4.31,18.576099999999997,80.06299099999998,2.86,8.179599999999999,23.393655999999996,8.558333333
4/06/2018 09:30,0.89,1.263287525732899,-0.12186934340514774,-0.992546151641322,4.09,16.728099999999998,68.41792899999999,2.54,6.4516,16.387064000000002,9.058333333
4/06/2018 10:30,0.9,1.2672198713940783,0.12186934340514755,-0.992546151641322,3.59,12.8881,46.26827899999999,2.33,5.4289000000000005,12.649337000000001,6.516666667000001
4/06/2018 11:30,0.89,1.2705796218703425,0.4226182617406995,-0.9063077870366499,3.11,9.672099999999999,30.080230999999998,2.12,4.494400000000001,9.528128,9.7
4/06/2018 12:30,0.87,1.2741694928209983,0.6691306063588583,-0.743144825477394,2.78,7.728399999999999,21.484951999999996,1.9,3.61,6.858999999999999,9.625
4/06/2018 13:30,0.88,1.2773495820656293,0.7431448254773942,-0.6691306063588582,2.53,6.400899999999999,16.194276999999996,1.77,3.1329000000000002,5.5452330000000005,6.608333332999999
4/06/2018 14:30,0.88,1.2799103000781222,0.8090169943749475,-0.587785252292473,2.34,5.475599999999999,12.812903999999998,1.69,2.8560999999999996,4.826809,8.033333333
4/06/2018 15:30,0.87,1.2817908676558936,0.8660254037844387,-0.4999999999999998,2.22,4.928400000000001,10.941048000000002,1.65,2.7224999999999997,4.492125,8.958333332999999
4/06/2018 16:30,0.86,1.2834315480322613,0.9271838545667874,-0.37460659341591207,2.17,4.7089,10.218312999999998,1.61,2.5921000000000003,4.173281000000001,21.38333333
4/06/2018 17:30,0.85,1.2860630179797343,0.9659258262890683,-0.25881904510252085,2.17,4.7089,10.218312999999998,1.59,2.5281000000000002,4.019679000000001,29.0
4/06/2018 18:30,0.85,1.2889501277171433,0.9876883405951377,-0.15643446504023104,2.17,4.7089,10.218312999999998,1.61,2.5921000000000003,4.173281000000001,36.425
4/06/2018 19:30,0.86,1.2911819156892441,0.9993908270190958,-0.03489949670250073,2.17,4.7089,10.218312999999998,1.66,2.7556,4.5742959999999995,27.775
4/06/2018 20:30,0.85,1.2915197603508686,0.9975640502598242,0.06975647374412546,2.22,4.928400000000001,10.941048000000002,1.71,2.9240999999999997,5.000210999999999,28.9
4/06/2018 21:30,0.87,1.2898133929320135,0.9876883405951378,0.15643446504023092,2.43,5.9049000000000005,14.348907000000002,1.76,3.0976,5.451776,28.11666667
4/06/2018 22:30,0.89,1.2848706849140044,0.9659258262890683,0.25881904510252074,2.83,8.0089,22.665187000000003,1.8,3.24,5.832000000000001,20.75
4/06/2018 23:30,0.87,1.2748990122516608,0.9563047559630354,0.29237170472273677,3.1,9.610000000000001,29.791000000000004,1.78,3.1684,5.6397520000000005,13.68333333
5/06/2018 00:30,0.81,1.2648726502567744,0.9563047559630354,0.29237170472273677,3.1,9.610000000000001,29.791000000000004,1.76,3.0976,5.451776,11.975
5/06/2018 01:30,0.73,1.2560919484769613,0.9612616959383189,0.27563735581699916,2.97,8.820900000000002,26.198073000000004,1.82,3.3124000000000002,6.028568000000001,9.166666667000001
5/06/2018 02:30,0.64,1.2471810894030366,0.9876883405951378,0.15643446504023092,2.79,7.7841000000000005,21.717639000000002,1.73,2.9929,5.1777169999999995,5.8
5/06/2018 03:30,0.55,1.240800050674914,0.9902680687415704,-0.13917310096006535,2.59,6.708099999999999,17.373979,1.63,2.6569,4.330746999999999,2.625
5/06/2018 04:30,0.49,1.2371022756778305,0.9563047559630355,-0.29237170472273666,2.37,5.6169,13.312053000000002,1.75,3.0625,5.359375,2.141666667
5/06/2018 05:30,0.49,1.2393802259059414,0.9743700647852352,-0.2249510543438648,2.15,4.6225,9.938374999999999,1.98,3.9204,7.762392,4.191666667
5/06/2018 06:30,0.54,1.2448714365897557,0.9925461516413221,-0.12186934340514737,2.54,6.4516,16.387064000000002,2.39,5.7121,13.651919000000001,9.458333332999999
5/06/2018 07:30,0.63,1.2516071550000862,0.9993908270190958,-0.03489949670250073,3.88,15.0544,58.411072,2.79,7.7841000000000005,21.717639000000002,21.7
5/06/2018 08:30,0.73,1.2608326073057605,0.9975640502598242,0.06975647374412546,5.42,29.3764,159.220088,3.14,9.8596,30.959144000000002,44.00833333
5/06/2018 09:30,0.79,1.2670526832306934,0.984807753012208,0.17364817766693041,6.47,41.860899999999994,270.840023,3.3,10.889999999999999,35.937,47.025
5/06/2018 10:30,0.82,1.2717667225392673,0.9743700647852352,0.22495105434386492,7.11,50.5521,359.42543100000006,3.14,9.8596,30.959144000000002,43.4
5/06/2018 11:30,0.83,1.2753694175658736,0.9612616959383189,0.27563735581699916,7.19,51.69610000000001,371.69495900000004,2.9,8.41,24.389,57.19166667
5/06/2018 12:30,0.82,1.2778998022493806,0.9510565162951535,0.30901699437494745,7.23,52.27290000000001,377.93306700000005,2.79,7.7841000000000005,21.717639000000002,63.28333333
5/06/2018 13:30,0.83,1.2796563330560975,0.9510565162951535,0.30901699437494745,7.69,59.136100000000006,454.7566090000001,2.86,8.179599999999999,23.393655999999996,62.03333333
5/06/2018 14:30,0.82,1.2802398416495542,0.9510565162951535,0.30901699437494745,8.09,65.4481,529.4751289999999,3.0,9.0,27.0,50.21666667
5/06/2018 15:30,0.82,1.2803942619332962,0.9396926207859083,0.3420201433256688,8.39,70.39210000000001,590.5897190000002,3.08,9.4864,29.218112,54.7
5/06/2018 16:30,0.82,1.2805712890919927,0.9063077870366499,0.42261826174069944,8.51,72.42009999999999,616.295051,3.05,9.302499999999998,28.372624999999996,52.01666667
5/06/2018 17:30,0.82,1.281936903419831,0.8571673007021122,0.5150380749100544,9.29,86.30409999999999,801.7650889999998,3.08,9.4864,29.218112,39.59166667
5/06/2018 18:30,0.82,1.283744173285481,0.8290375725550417,0.5591929034707468,9.89,97.81210000000002,967.3616690000001,3.18,10.112400000000001,32.15743200000001,45.21666667
